GEOID,NAME,total_pop,pct_nh_white,pct_nh_black,pct_nh_native,pct_nh_asian,pct_hispanic,pct_in_pov,pct_high_school_or_higher,pct_bachelor_or_higher,per_capita_income,median_household_income,median_age,r95_to_r5,r85_to_r15,total_sales,prd,prd_lower_ci,prd_upper_ci,prb,prb_lower_ci,prb_upper_ci,r95rank,r85rank,prdrank,prbrank,density_bin
12081,"Manatee County, Florida",363542,0.718665244,0.086056082,0.002167562,0.018924911,0.158581402,0.134244364,0.889081108,0.290843071,30477,53408,47.6,0.805389355,0.855001278,73707,1.0583,1.0559,1.0608,-0.0058,-0.0078,-0.0037,1980,1712,1621.5,208.5,"250,001-1,000,000"
27025,"Chisago County, Minnesota",54297,0.938412804,0.013426156,0.004493803,0.009540122,0.020111608,0.05443686,0.940418249,0.211825427,32105,76747,40.9,0.575912716,0.703864993,7722,1.1124,1.0996,1.1252,-0.0058,-0.0198,0.0082,883,748,1068,208.5,"50,001-250,000"
22125,"West Feliciana Parish, Louisiana",15376,0.520551509,0.448881374,0.001951093,0.005202914,0.015153486,0.124565181,0.815410992,0.229736165,23041,55647,40.5,0.799598413,0.93280381,565,1.0298,1.0032,1.0563,-0.0057,-0.0259,0.0144,1958,2263,2136.5,205,"0-50,000"
17001,"Adams County, Illinois",66787,0.920403671,0.039453786,0.002171081,0.00765119,0.014793298,0.130643627,0.916964537,0.233595459,27256,48454,41.5,0.907195786,0.93344698,8783,1.0152,1.013,1.0173,-0.0057,-0.0097,-0.0017,2407,2267,2417.5,205,"50,001-250,000"
18147,"Spencer County, Indiana",20610,0.950655022,0.006210577,0.002328967,0.002280446,0.02862688,0.0966583,0.898448911,0.158656187,29114,55280,43.2,0.693175342,0.818261944,1469,1.0726,1.0502,1.0949,-0.0057,-0.0257,0.0143,1405,1412,1443.5,205,"0-50,000"
17119,"Madison County, Illinois",266153,0.855162256,0.084481482,0.001780931,0.009145116,0.031222643,0.134901204,0.923242001,0.261960245,30278,56536,40,0.861518533,0.941161764,31997,1.0197,1.0186,1.0208,-0.0056,-0.008,-0.0032,2233,2309,2331,202.5,"250,001-1,000,000"
13289,"Twiggs County, Georgia",8323,0.549321158,0.426168449,4.81E-04,9.61E-04,0.00360447,0.272826748,0.686032962,0.092392209,17485,30629,46.3,0.422487164,0.514137722,212,1.2546,1.1531,1.3562,-0.0055,-0.1189,0.1079,372,162,403,199,"0-50,000"
47107,"McMinn County, Tennessee",52569,0.896612072,0.035667409,0.002225646,0.005744831,0.036808766,0.196917842,0.839532931,0.153612744,21583,39990,42.6,0.548581097,0.667785513,6681,1.1377,1.1189,1.1566,-0.0055,-0.0178,0.0068,791,576,894,199,"50,001-250,000"
13113,"Fayette County, Georgia",110306,0.64143383,0.210895146,0.002574656,0.044158976,0.070766776,0.063062652,0.949358396,0.466963793,39936,84861,43.5,0.864863367,0.932352204,15497,1.0199,1.018,1.0217,-0.0054,-0.0097,-0.001,2245,2257,2327,195.5,"50,001-250,000"
48489,"Willacy County, Texas",21839,0.110581986,0.006502129,9.16E-05,0.001007372,0.879527451,0.356246889,0.654307364,0.090487751,13369,29104,33.4,0.690245763,0.761151658,282,1.3546,1.2364,1.4727,-0.0053,-0.052,0.0415,1385,1051,231,192.5,"0-50,000"
31185,"York County, Nebraska",13832,0.908834586,0.012073453,0.002674957,0.002530364,0.049016773,0.097388466,0.939545794,0.280733554,28298,59966,40.9,0.824911895,0.928514357,1857,1.0266,1.022,1.0312,-0.0053,-0.0166,0.006,2071,2232,2208,192.5,"0-50,000"
12087,"Monroe County, Florida",76745,0.672916802,0.067131409,0.001276956,0.012105023,0.2348166,0.127025878,0.912171438,0.317964172,39176,63030,46.7,0.741819706,0.86209039,20666,1.0769,1.0713,1.0825,-0.0052,-0.0093,-0.001,1668,1763,1387.5,188.5,"50,001-250,000"
53029,"Island County, Washington",80323,0.801053248,0.031186584,0.01079392,0.045068038,0.071374326,0.095271139,0.949269501,0.324207121,33837,61516,44.1,0.779422324,0.860096995,13811,1.0355,1.0334,1.0375,-0.0051,-0.0112,0.0011,1859,1750,2030,185,"50,001-250,000"
5137,"Stone County, Arkansas",12443,0.94944949,8.04E-04,0.006027485,8.84E-04,0.018243189,0.242067678,0.767503013,0.133559768,19881,33091,49.5,0.485138349,0.815036123,1888,1.2073,1.1582,1.2564,-0.0051,-0.0258,0.0156,582,1389,538.5,185,"0-50,000"
38075,"Renville County, North Dakota",2543,0.921352733,0.005112072,0.004718836,0.005112072,0.053873378,0.048003227,0.935334873,0.161662818,30888,66023,39.3,0.580756471,0.53993149,110,1.0984,1.0672,1.1295,-0.005,-0.0891,0.0792,898,212,1186,183,"0-50,000"
51179,"Stafford County, Virginia",141159,0.637345121,0.163822356,0.002550316,0.030610871,0.116995728,0.047492385,0.93708894,0.38670091,39158,103005,35.2,0.801990097,0.892011268,20820,1.0225,1.0206,1.0245,-0.0049,-0.0106,8.00E-04,1966,1980,2287.5,181,"50,001-250,000"
47113,"Madison County, Tennessee",97887,0.565223165,0.370988998,4.19E-04,0.010696007,0.036531919,0.202575144,0.887830966,0.261171306,24600,44496,37.9,0.803812973,0.882215649,13483,1.0414,1.0363,1.0464,-0.0049,-0.0097,0,1975,1918,1902,181,"50,001-250,000"
8005,"Arapahoe County, Colorado",626612,0.613130614,0.101571626,0.003091227,0.056369811,0.188872859,0.099075544,0.922851565,0.415764641,36951,69553,36.4,0.893224002,0.898034438,115888,1.0172,1.0165,1.018,-0.0049,-0.0063,-0.0036,2369,2018,2380,181,"250,001-1,000,000"
13071,"Colquitt County, Georgia",45890,0.56502506,0.225234256,0.003181521,0.008367836,0.189213336,0.253516759,0.730875982,0.125406174,18121,34503,36,0.567735468,0.8708841,2075,1.2066,1.1612,1.2519,-0.0048,-0.0198,0.0103,860,1830,542.5,179,"0-50,000"
54019,"Fayette County, West Virginia",44602,0.924958522,0.051499933,0.003161293,0.001255549,0.01080669,0.200154325,0.822487979,0.146880659,20758,39297,43.3,0.56720864,0.554037372,317,1.264,1.0247,1.5034,-0.0047,-0.0584,0.0491,856,236,384,176,"0-50,000"
40121,"Pittsburg County, Oklahoma",44673,0.700020146,0.031517919,0.071945023,0.004074049,0.047545497,0.171221128,0.864931175,0.162598776,24408,44941,41,0.649407612,0.955490638,6072,1.0724,1.0596,1.0852,-0.0047,-0.0141,0.0047,1196,2372,1446,176,"0-50,000"
19013,"Black Hawk County, Iowa",132960,0.821653129,0.088417569,0.002278881,0.020502407,0.042140493,0.159129228,0.910935104,0.275222872,27669,50916,34.9,0.918859699,0.940461689,15246,1.0145,1.0121,1.0168,-0.0047,-0.008,-0.0014,2443,2307,2427.5,176,"50,001-250,000"
51678,"Lexington city, Virginia",7113,0.798116125,0.087304935,0,0.043582173,0.048221566,0.213825917,0.835312141,0.384527001,16668,37309,21.6,0.645006371,0.765337526,653,1.0641,1.0417,1.0864,-0.0047,-0.0371,0.0277,1173,1085,1552.5,176,"0-50,000"
48115,"Dawson County, Texas",13095,0.362886598,0.056510118,0.003970981,0.008552883,0.564337533,0.184957721,0.725844836,0.127201333,21360,43201,33.1,0.771005674,0.840623725,236,1.0712,1.039,1.1035,-0.0045,-0.0484,0.0394,1814,1586,1458,168,"0-50,000"
13275,"Thomas County, Georgia",44909,0.576677281,0.357678862,0.001024294,0.00786034,0.034959585,0.195044328,0.824833339,0.221897475,24047,41336,39.6,0.674006506,0.843168801,3026,1.0724,1.0564,1.0883,-0.0043,-0.0159,0.0074,1309,1606,1446,164,"0-50,000"
47127,"Moore County, Tennessee",6302,0.933195811,0.017454776,0.016026658,0.019834973,0.001745478,0.077307135,0.872974157,0.194699956,31479,51671,45.1,0.718340348,0.870216253,911,1.1072,1.0852,1.1293,-0.0042,-0.0279,0.0194,1547,1828,1107,160.5,"0-50,000"
21003,"Allen County, Kentucky",20628,0.954043048,0.019003296,0,0.00198759,0.019245685,0.199617253,0.795494919,0.143750444,21652,40598,40.6,0.971367936,0.963519928,1107,1.0074,1.005,1.0098,-0.0042,-0.0089,5.00E-04,2545,2404,2543.5,160.5,"0-50,000"
12085,"Martin County, Florida",155719,0.789884343,0.054219459,0.002099936,0.012612462,0.13196206,0.108829999,0.902911158,0.323040599,38021,55588,51.6,0.834456531,0.906220231,32320,1.0439,1.0415,1.0463,-0.0042,-0.0067,-0.0016,2110,2076,1860.5,160.5,"50,001-250,000"
55111,"Sauk County, Wisconsin",63340,0.913293338,0.007009788,0.010830439,0.006899274,0.048310704,0.113252935,0.909528786,0.23449357,28331,54447,41.3,0.823508069,0.830735933,8800,1.0374,1.0328,1.042,-0.0042,-0.0105,0.002,2066,1509,1986.5,160.5,"50,001-250,000"
55137,"Waushara County, Wisconsin",24170,0.895614398,0.016383947,0.003599504,0.00355813,0.064046338,0.110882957,0.862405559,0.151546903,25838,48412,48.8,0.667965441,0.722581034,2881,1.1067,1.0963,1.1172,-0.0041,-0.0186,0.0104,1275,847,1111.5,156,"0-50,000"
54107,"Wood County, West Virginia",86016,0.953357515,0.011544364,0.001139323,0.005371094,0.010614304,0.169242895,0.900635461,0.214828524,26717,45537,43,0.882602927,0.902222112,6875,1.0216,1.0197,1.0235,-0.0039,-0.01,0.0022,2332,2049,2301,150.5,"50,001-250,000"
1109,"Pike County, Alabama",33287,0.563553339,0.379397362,0.006398894,0.021960525,0.008471776,0.262755999,0.810500076,0.247240169,20808,35684,31.4,0.726785054,0.946676226,339,1.0503,1.0373,1.0632,-0.0038,-0.0459,0.0383,1588,2336,1752,145,"0-50,000"
51036,"Charles City County, Virginia",7022,0.415123896,0.459128453,0.064938764,0.008829393,0.017943606,0.13197026,0.781469177,0.127537837,32689,55069,49.8,0.873388992,0.681270922,122,1.0395,1.009,1.07,-0.0037,-0.0579,0.0504,2286,635,1938.5,138.5,"0-50,000"
31109,"Lancaster County, Nebraska",306357,0.82089523,0.038872949,0.004462114,0.042244832,0.067323417,0.139546551,0.933442905,0.378599627,29901,55747,33.2,0.942695939,0.931807047,42853,1.0106,1.0103,1.011,-0.0037,-0.0053,-0.002,2504,2250,2500.5,138.5,"250,001-1,000,000"
45019,"Charleston County, South Carolina",387847,0.638604914,0.275925816,0.00131753,0.013286167,0.050303341,0.153140811,0.910099023,0.418860155,35587,57882,37.2,0.679816582,0.854256098,43822,1.0767,1.0708,1.0827,-0.0037,-0.0076,2.00E-04,1342,1705,1390,138.5,"250,001-1,000,000"
51103,"Lancaster County, Virginia",10848,0.682245575,0.280235988,0,0.008204277,0.017330383,0.109510086,0.900955488,0.318806805,33997,51495,56.3,0.474908525,0.836616572,1479,1.3483,1.2441,1.4525,-0.0036,-0.0187,0.0116,548,1550,239.5,132.5,"0-50,000"
12067,"Lafayette County, Florida",8684,0.683210502,0.150967296,0.001381852,0,0.142561032,0.17787785,0.738593928,0.139633057,21955,41512,39.2,0.669839855,0.826255134,314,1.0741,1.0177,1.1304,-0.0036,-0.0466,0.0394,1287,1478,1426,132.5,"0-50,000"
21007,"Ballard County, Kentucky",8152,0.930201178,0.039008832,0.002453386,0.003802748,0.012266928,0.181680162,0.853064799,0.140630473,25063,42988,43.3,0.730261227,0.854733387,355,1.0594,1.0494,1.0693,-0.0036,-0.0401,0.0328,1609,1708,1608,132.5,"0-50,000"
27069,"Kittson County, Minnesota",4384,0.959854015,0.007755474,0.00205292,0.003649635,0.020757299,0.111504008,0.927726255,0.23217141,30525,52304,47.9,0.900453885,0.344713511,80,1.2568,0.9361,1.5775,-0.0035,-0.1148,0.1078,2382,30,395,128,"0-50,000"
21171,"Monroe County, Kentucky",10645,0.935556599,0.024800376,2.82E-04,0.001878816,0.02987318,0.234963837,0.766118155,0.147558673,21985,35665,41.8,0.698774834,0.776442635,489,1.1661,1.1143,1.2179,-0.0035,-0.0369,0.0298,1443,1152,736,128,"0-50,000"
38017,"Cass County, North Dakota",170620,0.870607197,0.042621029,0.009606142,0.02871879,0.024557496,0.112252345,0.943468798,0.383429022,34193,58026,32.2,0.911079277,0.930012422,14939,1.0147,1.0139,1.0155,-0.0034,-0.0069,1.00E-04,2418,2239,2423,124,"50,001-250,000"
21089,"Greenup County, Kentucky",36012,0.963234477,0.007858492,6.94E-04,0.003804287,0.010413196,0.164819984,0.869061595,0.171793066,25378,47517,43.3,0.891122973,0.78146706,3370,1.0432,1.0322,1.0541,-0.0033,-0.0123,0.0057,2361,1183,1873.5,120.5,"0-50,000"
13031,"Bulloch County, Georgia",73742,0.639757533,0.285441133,0.002413821,0.014577853,0.037115891,0.304366212,0.86705188,0.27876139,20526,39305,28.1,0.679108368,0.83720899,2820,1.0963,1.0769,1.1157,-0.0032,-0.0161,0.0097,1338,1556,1195,119,"50,001-250,000"
47051,"Franklin County, Tennessee",41397,0.888011209,0.048554243,0.002125758,0.006304805,0.031693118,0.150062124,0.856260866,0.205655892,25637,46882,41.5,0.869326225,0.874373997,5836,1.0473,1.0413,1.0533,-0.0031,-0.0093,0.0031,2268,1867,1804.5,118,"0-50,000"
48201,"Harris County, Texas",4525519,0.306390494,0.185235108,0.001784989,0.067861609,0.422169258,0.167868783,0.805366677,0.305159686,30856,57791,33.1,0.878337804,0.886418228,384366,1.0271,1.0262,1.0279,-0.0029,-0.0036,-0.0021,2314,1947,2195.5,114.5,"Over 1,000,000"
31013,"Box Butte County, Nebraska",11200,0.8225,0.005982143,0.028035714,0.002678571,0.120892857,0.108626489,0.917221187,0.173941975,28483,56328,40.5,0.874345032,0.767487326,1737,1.0455,1.029,1.0621,-0.0029,-0.0153,0.0094,2292,1094,1836.5,114.5,"0-50,000"
18141,"St. Joseph County, Indiana",268613,0.735675489,0.127890311,0.002937311,0.021320636,0.083476972,0.171352581,0.878811155,0.284451578,25893,48121,36.5,0.771402859,0.89320209,28154,1.0386,1.036,1.0413,-0.0028,-0.0067,0.0011,1816,1986,1962.5,111.5,"250,001-1,000,000"
18011,"Boone County, Indiana",63013,0.916302985,0.016091918,0.00182502,0.026010506,0.027438782,0.061323102,0.937205765,0.472272519,42844,75591,38.4,0.867067864,0.950903819,6901,1.0168,1.0141,1.0196,-0.0028,-0.0082,0.0026,2256,2358,2386.5,111.5,"50,001-250,000"
19169,"Story County, Iowa",95888,0.845340397,0.018657183,0.002899216,0.07313741,0.032673536,0.219675307,0.968104341,0.505515714,27392,52671,25.9,0.936058252,0.947362352,6386,1.0074,1.0056,1.0093,-0.0027,-0.0072,0.0018,2484,2338,2543.5,109,"50,001-250,000"
47109,"McNairy County, Tennessee",25945,0.901368279,0.057236462,0.001618809,0.001349008,0.019811139,0.216233156,0.80161228,0.122411794,19745,34353,42.7,0.567355343,0.697645928,2895,1.1739,1.1568,1.191,-0.0027,-0.0191,0.0136,858,714,694.5,109,"0-50,000"
42043,"Dauphin County, Pennsylvania",273329,0.670883807,0.176556458,0.001221971,0.038960374,0.085300133,0.132200273,0.897649763,0.298296899,31152,57071,39.6,0.819013382,0.907518265,28663,1.0236,1.0216,1.0255,-0.0026,-0.0064,0.0012,2037,2086,2265,104,"250,001-1,000,000"
5139,"Union County, Arkansas",40022,0.610814052,0.326995153,0.008220479,0.005422018,0.037879166,0.20087071,0.838541667,0.201217723,23463,41106,39.7,0.821183412,0.915655501,3418,1.0298,1.0257,1.0338,-0.0026,-0.0116,0.0063,2055,2148,2136.5,104,"0-50,000"
4012,"La Paz County, Arizona",20477,0.587341896,0.008155492,0.110856082,0.007520633,0.262880305,0.196613358,0.772399588,0.11238414,21707,36479,56,0.751510715,0.84434756,2179,1.1133,1.083,1.1435,-0.0026,-0.0164,0.0112,1718,1618,1057,104,"0-50,000"
13023,"Bleckley County, Georgia",12779,0.688473276,0.277408248,7.83E-04,0.001721574,0.026997418,0.229902396,0.848911014,0.171873055,20667,40688,37.4,0.848685893,0.789760443,435,1.0524,1.0369,1.0679,-0.0025,-0.0335,0.0285,2175,1228,1713,97.5,"0-50,000"
28125,"Sharkey County, Mississippi",4631,0.268840423,0.719283092,0.00107968,0.004102786,0.00604621,0.290222909,0.75334608,0.214786488,17192,30033,39.6,0.905606952,0.838424944,22,1.0074,0.9769,1.038,-0.0025,-0.122,0.117,2401,1567,2543.5,97.5,"0-50,000"
13049,"Charlton County, Georgia",12963,0.620381085,0.253027848,0.014502816,0.007945692,0.083622618,0.230814941,0.772256267,0.085793872,19102,43257,41.4,0.587192687,0.620537018,282,1.2134,0.9584,1.4683,-0.0025,-0.0606,0.0555,923,418,526,97.5,"0-50,000"
47089,"Jefferson County, Tennessee",52887,0.924877569,0.017981735,0.001871916,0.006296443,0.034715526,0.137646966,0.834382397,0.162255218,23724,45641,43.2,0.591090602,0.726683617,8591,1.1718,1.1402,1.2034,-0.0024,-0.0112,0.0065,940,860,704,91,"50,001-250,000"
19103,"Johnson County, Iowa",144425,0.796434135,0.062759218,0.001724078,0.062205297,0.054519647,0.176502134,0.9509899,0.526598387,33039,59965,29.9,0.938030971,0.971596353,25077,1.0071,1.0063,1.0079,-0.0024,-0.0044,-4.00E-04,2489,2435,2547,91,"50,001-250,000"
55097,"Portage County, Wisconsin",70371,0.91703969,0.006948885,0.004135226,0.026402922,0.030438675,0.130801058,0.935042582,0.314728301,28363,54620,36.6,0.890913064,0.925270263,4999,1.0138,1.01,1.0175,-0.0024,-0.0086,0.0039,2358,2202,2444,91,"50,001-250,000"
18057,"Hamilton County, Indiana",309687,0.84460762,0.035975033,0.00141756,0.057474159,0.038232151,0.049794446,0.962097666,0.574936312,44443,90582,36.6,0.913677924,0.910148856,48758,1.0116,1.0104,1.0128,-0.0023,-0.0045,-1.00E-04,2425,2112,2483,86,"250,001-1,000,000"
5143,"Washington County, Arkansas",223683,0.719160598,0.034110773,0.007622394,0.024069777,0.164576655,0.179989253,0.842209263,0.319147198,26371,47452,31.5,0.85295411,0.931875723,25664,1.0212,1.0192,1.0231,-0.0022,-0.0054,0.0011,2195,2251,2308,83,"50,001-250,000"
51107,"Loudoun County, Virginia",374558,0.576815874,0.071924775,0.002207936,0.170691855,0.134628015,0.036819969,0.934558559,0.598022266,50456,129588,35.8,0.672146317,0.783006467,67392,1.0872,1.0858,1.0887,-0.0021,-0.0054,0.0012,1298,1195,1281,79,"250,001-1,000,000"
27159,"Wadena County, Minnesota",13626,0.947380009,0.011081755,0.007485689,0.003889623,0.017686775,0.149500907,0.893621622,0.128972973,24200,45018,41.7,0.653927762,0.746247618,1833,1.0856,1.0694,1.1018,-0.0021,-0.0228,0.0187,1217,960,1290.5,79,"0-50,000"
18107,"Montgomery County, Indiana",38288,0.922168826,0.008044296,0.001854367,0.007704764,0.047194944,0.101652465,0.897265852,0.181229397,25519,53075,40.5,0.717714709,0.802933621,3956,1.0491,1.0398,1.0583,-0.0021,-0.0163,0.0122,1543,1320,1771,79,"0-50,000"
25007,"Dukes County, Massachusetts",17275,0.869522431,0.037337192,0.01568741,0.003068017,0.016208394,0.083975707,0.965742123,0.462952778,42956,67535,45.9,0.763643638,0.896344306,2739,1.0455,1.0325,1.0584,-0.0021,-0.0138,0.0095,1775,2007,1836.5,79,"0-50,000"
21123,"Larue County, Kentucky",14102,0.91646575,0.036235995,7.09E-05,0.003403773,0.032052191,0.157790783,0.83336714,0.122109533,21879,41720,40.8,0.99042134,0.958185718,438,1.0085,1.0051,1.012,-0.002,-0.0078,0.0037,2566,2383,2531,74.5,"0-50,000"
46099,"Minnehaha County, South Dakota",183660,0.835837961,0.047473593,0.023380159,0.019160405,0.046596973,0.109656411,0.919227538,0.308809954,29551,57322,34.7,0.900612377,0.957949841,17378,1.0114,1.0108,1.0121,-0.002,-0.0053,0.0013,2383,2380,2488.5,74.5,"50,001-250,000"
29145,"Newton County, Missouri",58237,0.864862544,0.009100744,0.0229064,0.01315315,0.051410615,0.129142198,0.871056136,0.194145667,25837,46723,39.4,0.702438208,0.715300221,649,1.0767,1.0282,1.1253,-0.002,-0.0333,0.0292,1463,806,1390,74.5,"50,001-250,000"
29157,"Perry County, Missouri",19135,0.956101385,0.003031095,0.004964724,0.007002874,0.021269924,0.081521739,0.884479582,0.162956709,24846,54935,40.5,0.641089611,0.783179673,1613,1.094,1.0795,1.1086,-0.0019,-0.0242,0.0203,1157,1196,1216,69.5,"0-50,000"
21199,"Pulaski County, Kentucky",63974,0.942054585,0.009113077,0.002485385,0.007252947,0.024087911,0.252497455,0.813938933,0.15221959,21036,35022,42,0.463436211,0.847225722,9374,1.4466,1.4068,1.4865,-0.0019,-0.0079,0.004,494,1642,138,69.5,"50,001-250,000"
46065,"Hughes County, South Dakota",17572,0.831493285,0.00489415,0.102777145,0.003699067,0.029478716,0.112553321,0.908163265,0.344058591,32000,59741,38.3,0.875199746,0.951719151,1249,1.0163,1.0075,1.025,-0.0019,-0.0126,0.0089,2297,2360,2392.5,69.5,"0-50,000"
12099,"Palm Beach County, Florida",1426772,0.560017999,0.180726844,7.86E-04,0.025791086,0.213215566,0.134373144,0.88054187,0.347824326,36303,57256,44.4,0.865161393,0.917442488,290414,1.0413,1.0387,1.0439,-0.0017,-0.0025,-9.00E-04,2247,2157,1904.5,60.5,"Over 1,000,000"
37135,"Orange County, North Carolina",141812,0.694398217,0.114087665,0.004336727,0.075966773,0.083286323,0.139972887,0.925921695,0.575637789,38348,65522,34.2,0.8971542,0.961150982,15117,1.0182,1.0155,1.0208,-0.0016,-0.0048,0.0015,2376,2394,2362,55.5,"50,001-250,000"
54025,"Greenbrier County, West Virginia",35523,0.927089491,0.025814261,0,0.002252062,0.017340878,0.177783516,0.844041272,0.202600591,23777,40483,45.4,0.725381373,0.858606838,801,0.9821,0.9249,1.0393,-0.0015,-0.0236,0.0207,1584,1743,2621,53,"0-50,000"
5015,"Carroll County, Arkansas",27782,0.80598949,0.00493125,0.005651141,0.01033043,0.147613563,0.157490909,0.857128242,0.193462581,21754,39686,44.6,0.632726922,0.874419953,2683,1.0894,1.0779,1.101,-0.0014,-0.016,0.0132,1117,1868,1254,49,"0-50,000"
19061,"Dubuque County, Iowa",96571,0.914146069,0.028435037,2.90E-04,0.012519286,0.023071108,0.119140541,0.922663132,0.300226086,30117,59150,38.6,0.901980365,0.95770682,13213,1.0133,1.0116,1.0151,-0.0014,-0.0051,0.0023,2388,2379,2453.5,49,"50,001-250,000"
18127,"Porter County, Indiana",167391,0.839632955,0.032707852,0.001959484,0.013811973,0.09598485,0.110030458,0.922954453,0.274791971,31879,65979,39.4,0.817552072,0.906636242,16097,1.0229,1.0206,1.0251,-0.0014,-0.0068,0.0039,2033,2079,2278.5,49,"50,001-250,000"
37063,"Durham County, North Carolina",300865,0.42064381,0.36864042,0.002280092,0.047200572,0.134558689,0.16408687,0.877463854,0.472508323,33151,56393,35,0.821450092,0.917418806,37154,1.0265,1.0241,1.0289,-0.0014,-0.0045,0.0017,2056,2156,2211.5,49,"250,001-1,000,000"
51171,"Shenandoah County, Virginia",42854,0.884188174,0.017151258,0.001376768,0.007513884,0.069305082,0.102833282,0.860487167,0.191826059,27016,53934,44.2,0.734478785,0.760614268,5784,1.0654,1.055,1.0758,-0.0013,-0.0109,0.0082,1627,1046,1531,44.5,"0-50,000"
55005,"Barron County, Wisconsin",45358,0.938379117,0.011905287,0.007804577,0.007187266,0.024075136,0.115434734,0.906201502,0.194518592,26935,49257,44.2,0.821086579,0.81943946,5055,1.0518,1.0475,1.0561,-0.0013,-0.0096,0.0071,2053,1423,1727,44.5,"0-50,000"
13051,"Chatham County, Georgia",285506,0.490802295,0.393921669,0.002339706,0.025106302,0.062503065,0.172945495,0.893202297,0.332466903,28765,52215,34.9,0.848373494,0.932618917,30960,1.0269,1.0246,1.0292,-0.0011,-0.0039,0.0017,2173,2260,2200.5,36.5,"250,001-1,000,000"
46135,"Yankton County, South Dakota",22660,0.89439541,0.018137688,0.022947926,0.006619594,0.037113857,0.130882631,0.911280661,0.275301091,30395,50029,42.1,0.902185741,0.926958743,1044,1.0144,1.0078,1.0209,-0.0011,-0.0151,0.013,2390,2219,2430.5,36.5,"0-50,000"
8037,"Eagle County, Colorado",53726,0.673100547,0.007519637,0.003852883,0.008710866,0.295648289,0.077393228,0.898904555,0.451424612,40450,83803,36.5,0.840129321,0.973794862,12173,1.0231,1.0193,1.0268,-0.001,-0.0047,0.0027,2132,2442,2273,33.5,"50,001-250,000"
39115,"Morgan County, Ohio",14773,0.923509104,0.034048602,6.77E-04,0.002301496,0.008732146,0.21521002,0.866755878,0.130089849,22122,40276,44.2,0.424298651,0.743393154,1761,1.2677,1.2375,1.2979,-0.001,-0.0248,0.0229,375,944,373,33.5,"0-50,000"
48487,"Wilbarger County, Texas",12972,0.594202899,0.079710145,0.007323466,0.009173605,0.286000617,0.165113708,0.792289267,0.152047451,21938,43913,37.2,0.691320509,0.797935064,284,1.0608,1.0344,1.0871,-8.00E-04,-0.043,0.0413,1393,1280,1594.5,32,"0-50,000"
37095,"Hyde County, North Carolina",5507,0.598147812,0.30688215,0.001271109,0,0.083893227,0.203134667,0.79359879,0.072076613,19181,40532,42.7,0.491176723,0.86627066,208,1.1808,1.079,1.2826,-7.00E-04,-0.0549,0.0535,600,1792,661,28,"0-50,000"
23009,"Hancock County, Maine",54468,0.950668282,0.008059778,0.00369024,0.009693765,0.013347286,0.115631006,0.942249684,0.323562324,31178,51438,48.1,0.736591388,0.834501539,1671,1.0396,1.0314,1.0478,-7.00E-04,-0.0212,0.0199,1639,1534,1935.5,28,"50,001-250,000"
19019,"Buchanan County, Iowa",21101,0.963793185,0.003317378,0.002511729,0.005544761,0.014786029,0.0780077,0.929679125,0.18980919,30974,59348,38.7,0.840021727,0.906860058,1721,1.0388,1.0272,1.0504,-7.00E-04,-0.0134,0.0121,2131,2082,1960,28,"0-50,000"
47025,"Claiborne County, Tennessee",31566,0.955775201,0.009947412,0.001172147,0.006145853,0.01191155,0.223580324,0.786413382,0.129860308,20184,35428,42.7,0.487893407,0.667839331,4348,1.256,1.2082,1.3039,-6.00E-04,-0.0143,0.0131,591,577,399,23,"0-50,000"
13189,"McDuffie County, Georgia",21488,0.541744229,0.402829486,0,0.00465376,0.028713701,0.259857392,0.811529462,0.152875275,20436,40469,37.8,0.621118678,0.70874372,1962,1.1598,1.1246,1.1951,-5.00E-04,-0.0199,0.0188,1063,769,770,19,"0-50,000"
55063,"La Crosse County, Wisconsin",117582,0.9028933,0.013241823,0.002993655,0.044045857,0.017868381,0.144455115,0.942325506,0.330258971,29495,54127,35.5,0.905508546,0.927432777,8287,1.0145,1.0119,1.0171,-5.00E-04,-0.0051,0.0042,2399,2225,2427.5,19,"50,001-250,000"
53057,"Skagit County, Washington",121725,0.750634627,0.007295132,0.015091395,0.016611214,0.179511193,0.143061886,0.893208935,0.256246526,30069,59263,41.4,0.721269828,0.869529247,18496,1.1247,1.1093,1.1401,-5.00E-04,-0.0059,0.0049,1565,1821,973.5,19,"50,001-250,000"
51095,"James City County, Virginia",73028,0.759407351,0.129402421,0.001246097,0.024579613,0.05444487,0.074865791,0.94262,0.479316291,42047,80772,45.9,0.941283873,0.974615746,9661,1.0089,1.007,1.0108,-5.00E-04,-0.0042,0.0032,2499,2445,2524,19,"50,001-250,000"
49057,"Weber County, Utah",244101,0.767088213,0.010028636,0.005604238,0.011487048,0.17874978,0.121391669,0.900988113,0.239500461,25275,62036,32.3,0.869779829,0.9204506,34976,1.0162,1.0154,1.017,-5.00E-04,-0.0038,0.0027,2269,2172,2394.5,19,"50,001-250,000"
54099,"Wayne County, West Virginia",41063,0.97533059,0.002776222,0.001217641,0.002167401,0.006283029,0.207640911,0.786477234,0.130058199,20582,38905,43.3,0.696611174,0.71083754,1778,1.062,1.0409,1.0831,-3.00E-04,-0.024,0.0233,1431,778,1579,11.5,"0-50,000"
